Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.2 (lin64) Build 3671981 Fri Oct 14 04:59:54 MDT 2022
| Date         : Fri Dec 13 08:30:22 2024
| Host         : bwrc-amd1 running 64-bit Ubuntu 20.04.6 LTS
| Command      : report_utilization -hierarchical -file /bwrcq/C/vikramj/dsp-chiplet-to/chipyard/fpga/generated-src/chipyard.fpga.nexysvideo.NexysVideoHarness.BringupNexysVideoConfig/obj/report/utilization.txt
| Design       : NexysVideoHarness
| Device       : xc7a200tsbg484-1
| Speed File   : -1
| Design State : Physopt postRoute
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+------------------------------------------------------------------------------+----------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                                   Instance                                   |                             Module                             | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|         ram_ext                                                              |                                                       ram_8x79 |         55 |          1 |      54 |    0 |     0 |      0 |      0 |          0 |
|     island                                                                   |                                      XilinxNexysVideoMIGIsland |       6561 |       5878 |     480 |  203 |  6512 |      0 |      0 |          0 |
|       (island)                                                               |                                      XilinxNexysVideoMIGIsland |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|       axi4asink                                                              |                                          AXI4AsyncCrossingSink |        511 |        511 |       0 |    0 |   847 |      0 |      0 |          0 |
|         (axi4asink)                                                          |                                          AXI4AsyncCrossingSink |        365 |        365 |       0 |    0 |     0 |      0 |      0 |          0 |
|         nodeIn_b_source                                                      |                                             AsyncQueueSource_1 |          8 |          8 |       0 |    0 |    52 |      0 |      0 |          0 |
|           (nodeIn_b_source)                                                  |                                             AsyncQueueSource_1 |          8 |          8 |       0 |    0 |    40 |      0 |      0 |          0 |
|           ridx_ridx_gray                                                     |                     AsyncResetSynchronizerShiftReg_w4_d3_i0_61 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|             output_chain                                                     |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_62 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_1                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_63 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_2                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_64 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_3                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_65 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|         nodeIn_r_source                                                      |                                               AsyncQueueSource |        138 |        138 |       0 |    0 |   572 |      0 |      0 |          0 |
|           (nodeIn_r_source)                                                  |                                               AsyncQueueSource |        138 |        138 |       0 |    0 |   560 |      0 |      0 |          0 |
|           ridx_ridx_gray                                                     |                     AsyncResetSynchronizerShiftReg_w4_d3_i0_56 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|             output_chain                                                     |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_57 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_1                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_58 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_2                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_59 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_3                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_60 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|         nodeOut_ar_sink                                                      |                                                 AsyncQueueSink |          0 |          0 |       0 |    0 |    59 |      0 |      0 |          0 |
|           (nodeOut_ar_sink)                                                  |                                                 AsyncQueueSink |          0 |          0 |       0 |    0 |     8 |      0 |      0 |          0 |
|           io_deq_bits_deq_bits_reg                                           |                                        ClockCrossingReg_w61_50 |          0 |          0 |       0 |    0 |    39 |      0 |      0 |          0 |
|           widx_widx_gray                                                     |                     AsyncResetSynchronizerShiftReg_w4_d3_i0_51 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|             output_chain                                                     |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_52 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_1                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_53 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_2                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_54 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_3                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_55 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|         nodeOut_aw_sink                                                      |                                              AsyncQueueSink_31 |          0 |          0 |       0 |    0 |    71 |      0 |      0 |          0 |
|           (nodeOut_aw_sink)                                                  |                                              AsyncQueueSink_31 |          0 |          0 |       0 |    0 |     8 |      0 |      0 |          0 |
|           io_deq_bits_deq_bits_reg                                           |                                           ClockCrossingReg_w61 |          0 |          0 |       0 |    0 |    39 |      0 |      0 |          0 |
|           sink_valid_0                                                       |                                                 AsyncValidSync |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             io_out_sink_valid_0                                              |                   AsyncResetSynchronizerShiftReg_w1_d3_i0_4_48 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|               output_chain                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_49 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|           sink_valid_1                                                       |                                              AsyncValidSync_35 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             io_out_sink_valid_0                                              |                   AsyncResetSynchronizerShiftReg_w1_d3_i0_4_46 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|               output_chain                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_47 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|           source_extend                                                      |                                              AsyncValidSync_36 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             io_out_sink_valid_0                                              |                   AsyncResetSynchronizerShiftReg_w1_d3_i0_4_44 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|               output_chain                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_45 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|           source_valid                                                       |                                              AsyncValidSync_37 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             io_out_sink_valid_0                                              |                      AsyncResetSynchronizerShiftReg_w1_d3_i0_4 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|               output_chain                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_43 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|           widx_widx_gray                                                     |                     AsyncResetSynchronizerShiftReg_w4_d3_i0_38 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|             output_chain                                                     |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_39 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_1                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_40 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_2                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_41 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_3                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_42 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|         nodeOut_w_sink                                                       |                                               AsyncQueueSink_2 |          0 |          0 |       0 |    0 |    93 |      0 |      0 |          0 |
|           (nodeOut_w_sink)                                                   |                                               AsyncQueueSink_2 |          0 |          0 |       0 |    0 |     8 |      0 |      0 |          0 |
|           io_deq_bits_deq_bits_reg                                           |                                           ClockCrossingReg_w73 |          0 |          0 |       0 |    0 |    73 |      0 |      0 |          0 |
|           widx_widx_gray                                                     |                        AsyncResetSynchronizerShiftReg_w4_d3_i0 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|             output_chain                                                     |                  AsyncResetSynchronizerPrimitiveShiftReg_d3_i0 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_1                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_32 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_2                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_33 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain_3                                                   |               AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_34 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|       blackbox                                                               |                                                  nexysvideomig |       6049 |       5366 |     480 |  203 |  5665 |      0 |      0 |          0 |
|         u_nexysvideomig_mig                                                  |                                              nexysvideomig_mig |       6049 |       5366 |     480 |  203 |  5665 |      0 |      0 |          0 |
|           temp_mon_enabled.u_tempmon                                         |                                       mig_7series_v4_2_tempmon |         38 |         38 |       0 |    0 |   122 |      0 |      0 |          0 |
|           u_ddr3_clk_ibuf                                                    |                                      mig_7series_v4_2_clk_ibuf |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|           u_ddr3_infrastructure                                              |                                mig_7series_v4_2_infrastructure |          8 |          8 |       0 |    0 |    33 |      0 |      0 |          0 |
|           u_iodelay_ctrl                                                     |                                  mig_7series_v4_2_iodelay_ctrl |          1 |          1 |       0 |    0 |    15 |      0 |      0 |          0 |
|           u_memc_ui_top_axi                                                  |                               mig_7series_v4_2_memc_ui_top_axi |       6004 |       5321 |     480 |  203 |  5495 |      0 |      0 |          0 |
|             (u_memc_ui_top_axi)                                              |                               mig_7series_v4_2_memc_ui_top_axi |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|             mem_intfc0                                                       |                                     mig_7series_v4_2_mem_intfc |       4178 |       3877 |     284 |   17 |  3426 |      0 |      0 |          0 |
|               ddr_phy_top0                                                   |                                   mig_7series_v4_2_ddr_phy_top |       3566 |       3274 |     276 |   16 |  2910 |      0 |      0 |          0 |
|                 u_ddr_calib_top                                              |                                 mig_7series_v4_2_ddr_calib_top |       2788 |       2774 |       0 |   14 |  2585 |      0 |      0 |          0 |
|                   (u_ddr_calib_top)                                          |                                 mig_7series_v4_2_ddr_calib_top |         18 |         17 |       0 |    1 |    28 |      0 |      0 |          0 |
|                   ddr_phy_prbs_rdlvl_gen.u_ddr_phy_prbs_rdlvl                |                            mig_7series_v4_2_ddr_phy_prbs_rdlvl |        365 |        365 |       0 |    0 |   499 |      0 |      0 |          0 |
|                   ddr_phy_rdlvl_gen.u_ddr_phy_rdlvl                          |                                 mig_7series_v4_2_ddr_phy_rdlvl |        530 |        530 |       0 |    0 |   873 |      0 |      0 |          0 |
|                   ddr_phy_tempmon_0                                          |                               mig_7series_v4_2_ddr_phy_tempmon |        258 |        258 |       0 |    0 |   229 |      0 |      0 |          0 |
|                   dqsfind_calib_left.u_ddr_phy_dqs_found_cal_hr              |                      mig_7series_v4_2_ddr_phy_dqs_found_cal_hr |        147 |        146 |       0 |    1 |    91 |      0 |      0 |          0 |
|                   mb_wrlvl_inst.u_ddr_phy_ck_addr_cmd_delay                  |                     mig_7series_v4_2_ddr_phy_ck_addr_cmd_delay |         18 |         17 |       0 |    1 |    16 |      0 |      0 |          0 |
|                   mb_wrlvl_inst.u_ddr_phy_wrlvl                              |                                 mig_7series_v4_2_ddr_phy_wrlvl |        261 |        260 |       0 |    1 |   160 |      0 |      0 |          0 |
|                   u_ddr_phy_init                                             |                                  mig_7series_v4_2_ddr_phy_init |        898 |        894 |       0 |    4 |   352 |      0 |      0 |          0 |
|                   u_ddr_phy_wrcal                                            |                                 mig_7series_v4_2_ddr_phy_wrcal |        166 |        160 |       0 |    6 |   304 |      0 |      0 |          0 |
|                   u_ddr_prbs_gen                                             |                                  mig_7series_v4_2_ddr_prbs_gen |        129 |        129 |       0 |    0 |    33 |      0 |      0 |          0 |
|                 u_ddr_mc_phy_wrapper                                         |                            mig_7series_v4_2_ddr_mc_phy_wrapper |        779 |        501 |     276 |    2 |   325 |      0 |      0 |          0 |
|                   (u_ddr_mc_phy_wrapper)                                     |                            mig_7series_v4_2_ddr_mc_phy_wrapper |          0 |          0 |       0 |    0 |    24 |      0 |      0 |          0 |
|                   u_ddr_mc_phy                                               |                                    mig_7series_v4_2_ddr_mc_phy |        779 |        501 |     276 |    2 |   301 |      0 |      0 |          0 |
|                     (u_ddr_mc_phy)                                           |                                    mig_7series_v4_2_ddr_mc_phy |          0 |          0 |       0 |    0 |    16 |      0 |      0 |          0 |
|                     ddr_phy_4lanes_0.u_ddr_phy_4lanes                        |                                mig_7series_v4_2_ddr_phy_4lanes |        779 |        501 |     276 |    2 |   285 |      0 |      0 |          0 |
|                       (ddr_phy_4lanes_0.u_ddr_phy_4lanes)                    |                                mig_7series_v4_2_ddr_phy_4lanes |          5 |          4 |       0 |    1 |    20 |      0 |      0 |          0 |
|                       ddr_byte_lane_A.ddr_byte_lane_A                        |                                 mig_7series_v4_2_ddr_byte_lane |         64 |         24 |      40 |    0 |    20 |      0 |      0 |          0 |
|                         (ddr_byte_lane_A.ddr_byte_lane_A)                    |                                 mig_7series_v4_2_ddr_byte_lane |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                         ddr_byte_group_io                                    |                             mig_7series_v4_2_ddr_byte_group_io |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         of_pre_fifo_gen.u_ddr_of_pre_fifo                    |           mig_7series_v4_2_ddr_of_pre_fifo__parameterized1_146 |         63 |         23 |      40 |    0 |    19 |      0 |      0 |          0 |
|                       ddr_byte_lane_B.ddr_byte_lane_B                        |                 mig_7series_v4_2_ddr_byte_lane__parameterized0 |         72 |         28 |      44 |    0 |    19 |      0 |      0 |          0 |
|                         (ddr_byte_lane_B.ddr_byte_lane_B)                    |                 mig_7series_v4_2_ddr_byte_lane__parameterized0 |          9 |          9 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         ddr_byte_group_io                                    |             mig_7series_v4_2_ddr_byte_group_io__parameterized0 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         of_pre_fifo_gen.u_ddr_of_pre_fifo                    |           mig_7series_v4_2_ddr_of_pre_fifo__parameterized1_145 |         63 |         19 |      44 |    0 |    19 |      0 |      0 |          0 |
|                       ddr_byte_lane_C.ddr_byte_lane_C                        |                 mig_7series_v4_2_ddr_byte_lane__parameterized1 |        416 |        319 |      96 |    1 |   117 |      0 |      0 |          0 |
|                         (ddr_byte_lane_C.ddr_byte_lane_C)                    |                 mig_7series_v4_2_ddr_byte_lane__parameterized1 |          7 |          7 |       0 |    0 |    71 |      0 |      0 |          0 |
|                         ddr_byte_group_io                                    |             mig_7series_v4_2_ddr_byte_group_io__parameterized1 |          2 |          1 |       0 |    1 |     2 |      0 |      0 |          0 |
|                         dq_gen_40.if_post_fifo_gen.u_ddr_if_post_fifo        |                          mig_7series_v4_2_ddr_if_post_fifo_143 |        330 |        284 |      46 |    0 |    20 |      0 |      0 |          0 |
|                         of_pre_fifo_gen.u_ddr_of_pre_fifo                    |           mig_7series_v4_2_ddr_of_pre_fifo__parameterized1_144 |         77 |         27 |      50 |    0 |    24 |      0 |      0 |          0 |
|                       ddr_byte_lane_D.ddr_byte_lane_D                        |                 mig_7series_v4_2_ddr_byte_lane__parameterized2 |        223 |        127 |      96 |    0 |   109 |      0 |      0 |          0 |
|                         (ddr_byte_lane_D.ddr_byte_lane_D)                    |                 mig_7series_v4_2_ddr_byte_lane__parameterized2 |          0 |          0 |       0 |    0 |    71 |      0 |      0 |          0 |
|                         ddr_byte_group_io                                    |             mig_7series_v4_2_ddr_byte_group_io__parameterized2 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                         dq_gen_40.if_post_fifo_gen.u_ddr_if_post_fifo        |                              mig_7series_v4_2_ddr_if_post_fifo |        147 |        101 |      46 |    0 |    14 |      0 |      0 |          0 |
|                         of_pre_fifo_gen.u_ddr_of_pre_fifo                    |               mig_7series_v4_2_ddr_of_pre_fifo__parameterized1 |         76 |         26 |      50 |    0 |    24 |      0 |      0 |          0 |
|               mc0                                                            |                                            mig_7series_v4_2_mc |        618 |        609 |       8 |    1 |   516 |      0 |      0 |          0 |
|                 (mc0)                                                        |                                            mig_7series_v4_2_mc |         93 |         93 |       0 |    0 |    75 |      0 |      0 |          0 |
|                 bank_mach0                                                   |                                     mig_7series_v4_2_bank_mach |        451 |        451 |       0 |    0 |   353 |      0 |      0 |          0 |
|                   arb_mux0                                                   |                                       mig_7series_v4_2_arb_mux |        173 |        173 |       0 |    0 |    36 |      0 |      0 |          0 |
|                     arb_row_col0                                             |                                   mig_7series_v4_2_arb_row_col |        173 |        173 |       0 |    0 |    32 |      0 |      0 |          0 |
|                       (arb_row_col0)                                         |                                   mig_7series_v4_2_arb_row_col |          5 |          5 |       0 |    0 |     8 |      0 |      0 |          0 |
|                       col_arb0                                               |               mig_7series_v4_2_round_robin_arb__parameterized1 |         62 |         62 |       0 |    0 |     8 |      0 |      0 |          0 |
|                       pre_4_1_1T_arb.pre_arb0                                |           mig_7series_v4_2_round_robin_arb__parameterized1_139 |         49 |         49 |       0 |    0 |     8 |      0 |      0 |          0 |
|                       row_arb0                                               |           mig_7series_v4_2_round_robin_arb__parameterized1_140 |         57 |         57 |       0 |    0 |     8 |      0 |      0 |          0 |
|                     arb_select0                                              |                                    mig_7series_v4_2_arb_select |          0 |          0 |       0 |    0 |     4 |      0 |      0 |          0 |
|                   bank_cntrl[0].bank0                                        |                                    mig_7series_v4_2_bank_cntrl |         65 |         65 |       0 |    0 |    75 |      0 |      0 |          0 |
|                     bank_compare0                                            |                              mig_7series_v4_2_bank_compare_138 |          8 |          8 |       0 |    0 |    36 |      0 |      0 |          0 |
|                     bank_queue0                                              |                                    mig_7series_v4_2_bank_queue |         35 |         35 |       0 |    0 |    18 |      0 |      0 |          0 |
|                     bank_state0                                              |                                    mig_7series_v4_2_bank_state |         22 |         22 |       0 |    0 |    21 |      0 |      0 |          0 |
|                   bank_cntrl[1].bank0                                        |                    mig_7series_v4_2_bank_cntrl__parameterized0 |         63 |         63 |       0 |    0 |    73 |      0 |      0 |          0 |
|                     bank_compare0                                            |                              mig_7series_v4_2_bank_compare_137 |         17 |         17 |       0 |    0 |    36 |      0 |      0 |          0 |
|                     bank_queue0                                              |                    mig_7series_v4_2_bank_queue__parameterized0 |         24 |         24 |       0 |    0 |    18 |      0 |      0 |          0 |
|                     bank_state0                                              |                    mig_7series_v4_2_bank_state__parameterized0 |         22 |         22 |       0 |    0 |    19 |      0 |      0 |          0 |
|                   bank_cntrl[2].bank0                                        |                    mig_7series_v4_2_bank_cntrl__parameterized1 |         60 |         60 |       0 |    0 |    74 |      0 |      0 |          0 |
|                     bank_compare0                                            |                              mig_7series_v4_2_bank_compare_136 |         15 |         15 |       0 |    0 |    36 |      0 |      0 |          0 |
|                     bank_queue0                                              |                    mig_7series_v4_2_bank_queue__parameterized1 |         22 |         22 |       0 |    0 |    18 |      0 |      0 |          0 |
|                     bank_state0                                              |                    mig_7series_v4_2_bank_state__parameterized1 |         23 |         23 |       0 |    0 |    20 |      0 |      0 |          0 |
|                   bank_cntrl[3].bank0                                        |                    mig_7series_v4_2_bank_cntrl__parameterized2 |         65 |         65 |       0 |    0 |    73 |      0 |      0 |          0 |
|                     bank_compare0                                            |                                  mig_7series_v4_2_bank_compare |         17 |         17 |       0 |    0 |    36 |      0 |      0 |          0 |
|                     bank_queue0                                              |                    mig_7series_v4_2_bank_queue__parameterized2 |         26 |         26 |       0 |    0 |    18 |      0 |      0 |          0 |
|                     bank_state0                                              |                    mig_7series_v4_2_bank_state__parameterized2 |         22 |         22 |       0 |    0 |    19 |      0 |      0 |          0 |
|                   bank_common0                                               |                                   mig_7series_v4_2_bank_common |         27 |         27 |       0 |    0 |    22 |      0 |      0 |          0 |
|                 col_mach0                                                    |                                      mig_7series_v4_2_col_mach |         23 |         15 |       8 |    0 |    25 |      0 |      0 |          0 |
|                 rank_mach0                                                   |                                     mig_7series_v4_2_rank_mach |         53 |         52 |       0 |    1 |    63 |      0 |      0 |          0 |
|                   rank_cntrl[0].rank_cntrl0                                  |                                    mig_7series_v4_2_rank_cntrl |          7 |          6 |       0 |    1 |    15 |      0 |      0 |          0 |
|                   rank_common0                                               |                                   mig_7series_v4_2_rank_common |         46 |         46 |       0 |    0 |    48 |      0 |      0 |          0 |
|                     (rank_common0)                                           |                                   mig_7series_v4_2_rank_common |         42 |         42 |       0 |    0 |    45 |      0 |      0 |          0 |
|                     maintenance_request.maint_arb0                           |                               mig_7series_v4_2_round_robin_arb |          4 |          4 |       0 |    0 |     3 |      0 |      0 |          0 |
|             u_axi_mc                                                         |                                        mig_7series_v4_2_axi_mc |       1393 |       1207 |       0 |  186 |  1515 |      0 |      0 |          0 |
|               (u_axi_mc)                                                     |                                        mig_7series_v4_2_axi_mc |          0 |          0 |       0 |    0 |     9 |      0 |      0 |          0 |
|               USE_UPSIZER.upsizer_d2                                         |                               mig_7series_v4_2_ddr_axi_upsizer |        855 |        806 |       0 |   49 |   986 |      0 |      0 |          0 |
|                 USE_READ.read_addr_inst                                      |                 mig_7series_v4_2_ddr_a_upsizer__parameterized0 |        115 |         91 |       0 |   24 |    81 |      0 |      0 |          0 |
|                   (USE_READ.read_addr_inst)                                  |                 mig_7series_v4_2_ddr_a_upsizer__parameterized0 |         29 |         29 |       0 |    0 |    36 |      0 |      0 |          0 |
|                   USE_BURSTS.cmd_queue                                       |                          mig_7series_v4_2_ddr_command_fifo_123 |         86 |         62 |       0 |   24 |    41 |      0 |      0 |          0 |
|                     (USE_BURSTS.cmd_queue)                                   |                          mig_7series_v4_2_ddr_command_fifo_123 |         76 |         52 |       0 |   24 |    40 |      0 |      0 |          0 |
|                     USE_FPGA_VALID_WRITE.new_write_inst                      |                        mig_7series_v4_2_ddr_carry_latch_or_129 |          6 |          6 |       0 |    0 |     1 |      0 |      0 |          0 |
|                     USE_FPGA_VALID_WRITE.s_valid_dummy_inst1                 |                             mig_7series_v4_2_ddr_carry_and_130 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     USE_FPGA_VALID_WRITE.s_valid_dummy_inst2                 |                             mig_7series_v4_2_ddr_carry_and_131 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     USE_FPGA_VALID_WRITE.valid_write_dummy_inst1             |                             mig_7series_v4_2_ddr_carry_and_132 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     USE_FPGA_VALID_WRITE.valid_write_dummy_inst2             |                             mig_7series_v4_2_ddr_carry_and_133 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     USE_FPGA_VALID_WRITE.valid_write_dummy_inst3             |                             mig_7series_v4_2_ddr_carry_and_134 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     USE_FPGA_VALID_WRITE.valid_write_inst                    |                             mig_7series_v4_2_ddr_carry_and_135 |          3 |          3 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   USE_FPGA_ADJUSTED_LEN.LUT_LAST_MASK[0].last_mask_inst      |                       mig_7series_v4_2_ddr_carry_latch_and_124 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   USE_FPGA_ADJUSTED_LEN.LUT_LAST_MASK[1].last_mask_inst      |                       mig_7series_v4_2_ddr_carry_latch_and_125 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   USE_FPGA_ADJUSTED_LEN.LUT_LAST_MASK[2].last_mask_inst      |                       mig_7series_v4_2_ddr_carry_latch_and_126 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   USE_FPGA_ADJUSTED_LEN.LUT_LAST_MASK[3].last_mask_inst      |                       mig_7series_v4_2_ddr_carry_latch_and_127 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   USE_FPGA_ADJUSTED_LEN.access_need_extra_word_inst          |                             mig_7series_v4_2_ddr_carry_and_128 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                 USE_READ.read_data_inst                                      |                                 mig_7series_v4_2_ddr_r_upsizer |         92 |         92 |       0 |    0 |   153 |      0 |      0 |          0 |
|                   (USE_READ.read_data_inst)                                  |                                 mig_7series_v4_2_ddr_r_upsizer |         79 |         79 |       0 |    0 |   152 |      0 |      0 |          0 |
|                   USE_FPGA_CTRL.cmd_ready_inst                               |                       mig_7series_v4_2_ddr_carry_latch_and_100 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   USE_FPGA_LAST_WORD.USE_FPGA_PACK.last_beat_inst_1          |                             mig_7series_v4_2_ddr_carry_and_101 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   USE_FPGA_LAST_WORD.USE_FPGA_PACK.last_beat_wrap_inst       |                              mig_7series_v4_2_ddr_carry_or_102 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   USE_FPGA_LAST_WORD.last_beat_curr_word_inst                |                        mig_7series_v4_2_ddr_comparator_sel_103 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     LUT_LEVEL[0].compare_inst                                |                             mig_7series_v4_2_ddr_carry_and_119 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     LUT_LEVEL[1].compare_inst                                |                             mig_7series_v4_2_ddr_carry_and_120 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     LUT_LEVEL[2].compare_inst                                |                             mig_7series_v4_2_ddr_carry_and_121 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     LUT_LEVEL[3].compare_inst                                |                             mig_7series_v4_2_ddr_carry_and_122 |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   USE_FPGA_LAST_WORD.last_beat_inst                          | mig_7series_v4_2_ddr_comparator_sel_static__parameterized0_104 |          5 |          5 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     LUT_LEVEL[0].compare_inst                                |                             mig_7series_v4_2_ddr_carry_and_115 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     LUT_LEVEL[1].compare_inst                                |                             mig_7series_v4_2_ddr_carry_and_116 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     LUT_LEVEL[2].compare_inst                                |                             mig_7series_v4_2_ddr_carry_and_117 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     LUT_LEVEL[3].compare_inst                                |                             mig_7series_v4_2_ddr_carry_and_118 |          2 |          2 |       0 |    0 |     0 |      0 |      0 |          0 |
|                   USE_FPGA_WORD_COMPLETED.next_word_wrap_inst                |                 mig_7series_v4_2_ddr_comparator_sel_static_105 |          2 |          2 |       0 |    0 |     0 |      0 |      0 |          0 |
|                     LUT_LEVEL[0].compare_inst                                |                             mig_7series_v4_2_ddr_carry_and_113 |          1 |          1 |       0 |    0 |     0 |      0 |      0 |          0 |
